County,Registration Valid Date,Vehicle Name
Calhoun,5/24/19,Tesla Model 3
Wayne,5/24/19,Ford C-Max Energi
Macomb,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chrysler Pacifica
Oakland,5/24/19,Tesla Model X
Wayne,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chrysler Pacifica
Allegan,5/23/19,Ford Focus EV
Oakland,5/23/19,Nissan Leaf
Ingham,5/23/19,Chevrolet Volt
Bay,5/23/19,Chevrolet Volt
Oakland,5/23/19,Tesla Model 3
Zip Code not in Source Sheet,5/23/19,Chevrolet Volt
Wayne,5/23/19,Chevrolet Volt
Allegan,5/23/19,Ford C-Max Energi
Jackson,5/23/19,Nissan Leaf
Oakland,5/23/19,Tesla Model S
Washtenaw,5/23/19,Nissan Leaf
Washtenaw,5/23/19,Chevrolet Volt
Bay,5/23/19,Chevrolet Volt
Washtenaw,5/23/19,Nissan Leaf
Roscommon,5/23/19,Nissan Leaf
Wayne,5/23/19,Tesla Model S
Muskegon,5/23/19,Tesla Model 3
Washtenaw,5/23/19,Tesla Model S
Van Buren,5/23/19,Ford Fusion Energi
Oakland,5/23/19,Ford C-Max Energi
Ottawa,5/23/19,Nissan Leaf
Wayne,5/23/19,Ford Fusion Energi
Oakland,5/23/19,Tesla Model 3
Washtenaw,5/23/19,Ford C-Max Energi
Midland,5/23/19,Chevrolet Bolt EV
Oakland,5/23/19,Tesla Model 3
Genesee,5/23/19,Chevrolet Bolt EV
Oakland,5/23/19,Chevrolet Volt
Barry,5/23/19,Tesla Model S
Alpena,5/23/19,Chevrolet Volt
Oakland,5/23/19,Tesla Model 3
Kalamazoo,5/24/19,GEM NEV
Oakland,5/25/19,Ford C-Max Energi
Kent,5/25/19,Ford Fusion Energi
Washtenaw,5/24/19,Tesla Model S
Washtenaw,5/25/19,BMW 3-Series Plug in
Washtenaw,5/25/19,Ford C-Max Energi
Oakland,5/25/19,Chevrolet Volt
Oakland,5/25/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Wayne,5/24/19,Chevrolet Volt
Wayne,5/24/19,Ford C-Max Energi
Oakland,5/24/19,Chevrolet Volt
Wayne,5/24/19,Tesla Model 3
Oakland,5/24/19,Tesla Model S
Washtenaw,5/24/19,Chevrolet Volt
Wayne,5/24/19,Chevrolet Bolt EV
Oakland,5/25/19,Chevrolet Volt
Wayne,5/26/19,Tesla Model 3
Wayne,5/26/19,Kia Optima Plug In
Kalamazoo,5/25/19,Tesla Model 3
Tuscola,5/26/19,Chevrolet Volt
Wayne,5/26/19,Chevrolet Volt
Kent,5/26/19,Ford C-Max Energi
Ingham,5/26/19,Chevrolet Bolt EV
Oakland,5/25/19,Chevrolet Volt
Branch,5/25/19,Chevrolet Volt
Alpena,5/25/19,Ford Fusion Energi
Washtenaw,5/25/19,Volvo XC60 Plug In
Wayne,5/25/19,BMW 5-Series Plug in
Ingham,5/25/19,Ford C-Max Energi
Washtenaw,5/25/19,Tesla Model 3
Ingham,5/25/19,Chrysler Pacifica
Benzie,5/24/19,Nissan Leaf
Macomb,5/24/19,Chevrolet Volt
Eaton,5/24/19,Chevrolet Volt
Kent,5/24/19,Ford Fusion Energi
Oakland,5/24/19,Chevrolet Volt
Kalamazoo,5/24/19,Chevrolet Volt
Wayne,5/24/19,Tesla Model X
Oakland,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Oakland,5/24/19,Ford C-Max Energi
Ottawa,5/24/19,Nissan Leaf
Monroe,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Oakland,5/24/19,Ford C-Max Energi
Macomb,5/24/19,Chevrolet Volt
Wayne,5/24/19,Nissan Leaf
Berrien,5/24/19,Toyota Prius Prime
Delta,5/24/19,Nissan Leaf
Oakland,5/24/19,Chrysler Pacifica
Montcalm,5/24/19,Ford Fusion Energi
Oakland,5/24/19,Chevrolet Volt
Monroe,5/24/19,Chrysler Pacifica
Cheboygan,5/24/19,Chevrolet Volt
Washtenaw,5/24/19,Ford C-Max Energi
Berrien,5/24/19,Tesla Model S
Washtenaw,5/24/19,Tesla Model 3
Bay,5/24/19,Chevrolet Volt
Wayne,5/24/19,Tesla Model X
Washtenaw,5/24/19,Tesla Model S
Wayne,5/24/19,BMW i8
Oakland,5/24/19,Ford C-Max Energi
Zip Code not in Source Sheet,5/29/19,Kia Niro Plug In
Wayne,6/3/19,Ford C-Max Energi
Washtenaw,6/3/19,Tesla Model 3
Livingston,6/2/19,Ford C-Max Energi
Oakland,6/3/19,Cadillac ELR
Oakland,6/3/19,Chevrolet Volt
Wayne,6/3/19,Ford Fusion Energi
Macomb,6/3/19,Tesla Model X
Berrien,6/2/19,Tesla Model S
Berrien,6/2/19,Tesla Model S
Oakland,6/2/19,Chevrolet Volt
Ottawa,6/2/19,Tesla Model X
Genesee,6/2/19,Chevrolet Volt
Calhoun,6/2/19,Chevrolet Volt
Ottawa,6/2/19,Tesla Model 3
Oakland,6/2/19,Chevrolet Volt
Oakland,6/3/19,Tesla Model 3
Washtenaw,6/3/19,Tesla Model 3
Oakland,6/3/19,Chevrolet Volt
Oakland,6/3/19,Tesla Model 3
Wayne,6/3/19,Chevrolet Volt
Oakland,6/3/19,Ford C-Max Energi
Macomb,6/3/19,Tesla Model X
Oakland,6/3/19,Ford Fusion Energi
Oakland,6/3/19,Ford C-Max Energi
Wayne,6/3/19,Ford C-Max Energi
Oakland,6/3/19,Ford Fusion Energi
Kent,6/3/19,Tesla Model S
Oakland,6/3/19,BMW i8
Kent,6/3/19,Ford Fusion Energi
Washtenaw,6/3/19,Tesla Model 3
Oakland,6/3/19,Tesla Model S
Oakland,5/31/19,Chevrolet Volt
Livingston,5/31/19,Tesla Model 3
Ingham,5/31/19,Chevrolet Volt
Macomb,6/1/19,Ford Fusion Energi
Oakland,6/1/19,Chevrolet Bolt EV
Washtenaw,6/1/19,Tesla Model S
Macomb,6/1/19,Chevrolet Bolt EV
Kent,5/31/19,Ford C-Max Energi
Oakland,5/31/19,Porsche Panamera S E-Hybrid
Wayne,5/31/19,Ford Fusion Energi
Wayne,5/31/19,Ford C-Max Energi
Monroe,5/31/19,Ford C-Max Energi
Kent,5/31/19,Tesla Model S
Livingston,5/31/19,Chevrolet Volt
Washtenaw,5/31/19,Chevrolet Volt
Macomb,6/1/19,Tesla Model 3
Oakland,6/1/19,Ford C-Max Energi
Allegan,6/1/19,Chevrolet Bolt EV
Livingston,6/1/19,Chevrolet Volt
Wayne,6/1/19,Ford C-Max Energi
Livingston,6/2/19,Chevrolet Volt
Kalamazoo,6/2/19,BMW 7-Series Plug in
Kent,6/2/19,Chevrolet Volt
Kent,6/1/19,Chevrolet Volt
Oakland,6/1/19,Chevrolet Volt
Oakland,6/1/19,Ford Fusion Energi
Oakland,6/1/19,Ford Fusion Energi
Washtenaw,6/1/19,Ford C-Max Energi
Wayne,6/1/19,Tesla Model 3
Eaton,6/1/19,Chevrolet Volt
Bay,6/1/19,Chevrolet Volt
Livingston,6/3/19,Tesla Roadster
Oakland,6/4/19,Tesla Model 3
Kent,6/4/19,Ford C-Max Energi
Oakland,6/4/19,Chevrolet Volt
Jackson,6/4/19,Chevrolet Bolt EV
Washtenaw,6/4/19,Tesla Model 3
Oakland,6/4/19,Tesla Model 3
Livingston,6/4/19,Tesla Model 3
Oakland,6/4/19,Tesla Model S
Oakland,6/3/19,Audi e-tron
Allegan,6/3/19,Tesla Model 3
Washtenaw,6/3/19,Chevrolet Volt
Wayne,6/3/19,Toyota Prius Prime
Washtenaw,6/4/19,Chevrolet Bolt EV
Oakland,6/4/19,Chevrolet Bolt EV
Genesee,6/4/19,Cadillac ELR
Zip Code not in Source Sheet,6/4/19,GEM NEV
Zip Code not in Source Sheet,6/4/19,Audi e-tron
Oakland,6/4/19,Chevrolet Volt
Kent,6/4/19,Chevrolet Volt
Allegan,6/4/19,Tesla Model 3
Calhoun,6/4/19,Tesla Model 3
Kent,6/4/19,Volvo XC60 Plug In
Kalamazoo,6/4/19,Nissan Leaf
Wayne,6/4/19,Tesla Model 3
Oakland,6/4/19,BMW i3 REx
St. Clair,6/4/19,Ford C-Max Energi
Leelanau,6/4/19,Chevrolet Bolt EV
Livingston,6/4/19,Chevrolet Bolt EV
Ottawa,6/4/19,Chevrolet Volt
Oakland,6/4/19,Ford C-Max Energi
Macomb,6/4/19,Chevrolet Volt
Kalamazoo,6/3/19,Toyota Prius Plug-in
Midland,6/3/19,Chevrolet Bolt EV
Oakland,6/3/19,Tesla Model X
Oakland,6/3/19,Audi A3 Plug In
Ingham,6/3/19,Chevrolet Volt
Ottawa,6/3/19,Chevrolet Volt
Macomb,6/3/19,Chevrolet Bolt EV
Ingham,6/3/19,Chevrolet Volt
Wayne,6/3/19,Chevrolet Volt
Manistee,6/3/19,Chrysler Pacifica
Midland,6/3/19,Chevrolet Volt
Zip Code not in Source Sheet,6/3/19,Mercedes GLC 350e Hybrid
Allegan,6/3/19,Chevrolet Volt
Shiawassee,6/3/19,BMW i3
Genesee,6/3/19,Tesla Model 3
Wayne,6/3/19,Tesla Model X
Washtenaw,6/3/19,BMW i3
Kalamazoo,6/3/19,BMW i3 REx
Oakland,6/3/19,Chevrolet Bolt EV
Wayne,6/3/19,Tesla Model 3
Kalamazoo,6/3/19,Nissan Leaf
Eaton,6/3/19,Chevrolet Volt
Lapeer,6/3/19,Tesla Model 3
Washtenaw,6/3/19,Chevrolet Bolt EV
Oakland,6/3/19,Chevrolet Volt
Washtenaw,6/3/19,Tesla Model S
Clinton,6/3/19,Chevrolet Volt
Calhoun,6/3/19,Chevrolet Bolt EV
Oakland,6/3/19,Chevrolet Volt
Oakland,6/3/19,Ford Fusion Energi
Oakland,6/3/19,Chevrolet Volt
Macomb,5/31/19,Chevrolet Bolt EV
Livingston,5/30/19,Chevrolet Volt
Chippewa,5/30/19,Audi e-tron
Wayne,5/30/19,Chevrolet Volt
Dickinson,5/30/19,Chevrolet Volt
Oakland,5/30/19,Chevrolet Volt
Grand Traverse,5/30/19,Chevrolet Volt
Oakland,5/30/19,Ford Focus EV
Monroe,5/30/19,Tesla Model 3
Washtenaw,5/30/19,Chevrolet Bolt EV
Oakland,5/30/19,Ford C-Max Energi
Ionia,5/30/19,Chevrolet Bolt EV
Oakland,5/30/19,Chevrolet Volt
Oakland,5/30/19,Tesla Model X
Zip Code not in Source Sheet,5/30/19,Fiat 500e
Ingham,5/30/19,Audi e-tron
Wayne,5/30/19,Chevrolet Volt
Shiawassee,5/30/19,Chevrolet Volt
Washtenaw,5/30/19,Tesla Model X
Oakland,5/30/19,BMW i3 REx
Wayne,5/30/19,Tesla Model S
Livingston,5/30/19,Chevrolet Volt
Wayne,5/30/19,Ford C-Max Energi
Oakland,5/30/19,Chevrolet Volt
Muskegon,5/30/19,Chevrolet Volt
Oakland,5/30/19,BMW i8
Oakland,5/30/19,Ford Fusion Energi
Genesee,5/30/19,Chevrolet Volt
Washtenaw,5/30/19,Tesla Model 3
Midland,5/30/19,Tesla Model 3
Berrien,5/30/19,Ford Fusion Energi
Washtenaw,5/30/19,Tesla Model 3
Zip Code not in Source Sheet,5/29/19,Kia Soul EV
Oakland,5/29/19,GEM NEV
Washtenaw,5/29/19,Chevrolet Volt
Wayne,5/29/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Oakland,5/29/19,Ford C-Max Energi
Berrien,5/29/19,Ford Focus EV
Macomb,5/29/19,Tesla Model 3
Kent,5/29/19,BMW i3 REx
Oakland,5/29/19,Chevrolet Volt
Oakland,5/29/19,Tesla Model S
Wayne,5/29/19,Chevrolet Volt
Washtenaw,5/29/19,Cadillac ELR
Eaton,5/29/19,BMW i3 REx
Newaygo,5/29/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Berrien,5/29/19,Tesla Model S
Oakland,5/29/19,Ford Fusion Energi
Jackson,5/30/19,Toyota Prius Prime
Oakland,5/30/19,BMW 5-Series Plug in
Houghton,5/29/19,Chevrolet Volt
Berrien,5/29/19,GEM NEV
Wayne,5/29/19,Ford C-Max Energi
Livingston,5/29/19,Cadillac ELR
Livingston,5/29/19,Chevrolet Volt
Macomb,5/29/19,Chevrolet Volt
Oakland,5/29/19,Tesla Model 3
Allegan,5/29/19,Tesla Model 3
Washtenaw,5/29/19,Tesla Model S
Washtenaw,5/30/19,Toyota Prius Plug-in
Jackson,5/31/19,Chevrolet Volt
Kent,5/31/19,Volvo XC60 Plug In
Oakland,5/31/19,Chevrolet Volt
Oakland,5/31/19,GEM NEV
Oakland,5/31/19,Nissan Leaf
Menominee,5/31/19,Tesla Model 3
Wayne,5/31/19,Ford C-Max Energi
Mecosta,5/31/19,Nissan Leaf
Zip Code not in Source Sheet,5/31/19,Tesla Model 3
Genesee,5/31/19,Chevrolet Volt
Ingham,5/31/19,BMW 5-Series Plug in
Kent,5/31/19,Tesla Model S
Oakland,5/31/19,Chevrolet Bolt EV
Wayne,5/31/19,Cadillac ELR
Ottawa,5/31/19,Mini Countryman Plug In
Livingston,5/31/19,Chevrolet Bolt EV
Allegan,5/31/19,Nissan Leaf
Washtenaw,5/31/19,Tesla Model 3
Oakland,5/31/19,Chevrolet Volt
Kent,5/31/19,Ford Fusion Energi
Wayne,5/31/19,Chevrolet Spark
Kent,5/31/19,Toyota Prius Plug-in
Wayne,5/31/19,Chevrolet Volt
Washtenaw,5/31/19,Chevrolet Bolt EV
Oakland,5/31/19,Tesla Model S
Oakland,5/31/19,Cadillac ELR
Kent,5/31/19,Nissan Leaf
Macomb,5/31/19,Chevrolet Volt
Wayne,5/31/19,Tesla Model 3
Wayne,5/31/19,Chevrolet Volt
Charlevoix,5/31/19,Chevrolet Volt
Oakland,5/30/19,Tesla Model 3
Oakland,5/30/19,Ford Fusion Energi
Washtenaw,5/30/19,Toyota Prius Prime
Eaton,5/31/19,Ford C-Max Energi
Midland,5/31/19,Chevrolet Volt
Macomb,5/31/19,Tesla Model 3
Washtenaw,5/31/19,BMW i3
Macomb,5/30/19,Chevrolet Volt
Oakland,5/30/19,Tesla Model X
Kalamazoo,5/30/19,Chevrolet Volt
Livingston,5/30/19,BMW i3 REx
Oakland,5/30/19,Tesla Model S
Livingston,5/30/19,Chevrolet Volt
Muskegon,5/30/19,Chevrolet Volt
Kent,5/30/19,Hyundai Sonata Plug In
Oakland,5/31/19,Ford Fusion Energi
Ingham,5/31/19,Tesla Model 3
Washtenaw,5/31/19,Chrysler Pacifica
Oakland,5/31/19,Tesla Model 3
Clinton,5/31/19,Ford C-Max Energi
Kent,5/31/19,Porsche Panamera S E-Hybrid
Washtenaw,5/31/19,Chevrolet Volt
Kalamazoo,5/31/19,Honda Clarity Plug In
Clare,5/31/19,Chevrolet Volt
Kalkaska,5/31/19,GEM NEV
Kalamazoo,5/31/19,Toyota Prius Prime
St. Clair,5/31/19,Tesla Model 3
Wayne,5/31/19,Ford Fusion Energi
Livingston,5/31/19,Ford Fusion Energi
Wayne,5/31/19,Ford Fusion Energi
Oakland,5/31/19,Tesla Model 3
Oakland,5/15/19,Ford Fusion Energi
Ingham,5/15/19,Chevrolet Volt
Oakland,5/15/19,Tesla Model 3
Kalamazoo,5/15/19,Toyota Prius Plug-in
Ottawa,5/15/19,Chevrolet Volt
Allegan,5/15/19,Chevrolet Volt
Washtenaw,5/15/19,Mercedes GLC 350e Hybrid
Wayne,5/15/19,Tesla Model 3
Wayne,5/15/19,Ford Fusion Energi
Macomb,5/15/19,Chevrolet Bolt EV
Macomb,5/15/19,Chevrolet Bolt EV
Kalamazoo,5/15/19,Chevrolet Volt
Oakland,5/15/19,Tesla Model X
Livingston,5/15/19,Chevrolet Volt
Kent,5/15/19,Nissan Leaf
Muskegon,5/15/19,Toyota Prius Plug-in
Macomb,5/15/19,Chevrolet Volt
Ingham,5/15/19,BMW X5
Wayne,5/15/19,Tesla Model S
Allegan,5/15/19,Chevrolet Volt
Oakland,5/15/19,Ford Fusion Energi
Wayne,5/15/19,BMW i3 REx
Washtenaw,5/15/19,Tesla Model 3
Wayne,5/15/19,Ford C-Max Energi
Oakland,5/15/19,Ford C-Max Energi
Macomb,5/15/19,BMW i8
Wayne,5/15/19,Chevrolet Volt
Mecosta,5/15/19,Chevrolet Volt
Zip Code not in Source Sheet,5/15/19,Honda Clarity Plug In
Macomb,5/15/19,Ford C-Max Energi
Oakland,5/15/19,Ford C-Max Energi
Oakland,5/14/19,Tesla Model 3
Oakland,5/14/19,Chevrolet Bolt EV
Oakland,5/14/19,Tesla Model 3
Wayne,5/14/19,Chevrolet Volt
Berrien,5/15/19,Nissan Leaf
Berrien,5/15/19,Tesla Model X
Washtenaw,5/15/19,BMW i3 REx
Berrien,5/14/19,Ford C-Max Energi
Oakland,5/14/19,Ford Fusion Energi
Oakland,5/14/19,Tesla Model S
Oakland,5/14/19,Chevrolet Volt
Oakland,5/14/19,Chevrolet Volt
Sanilac,5/14/19,Chevrolet Volt
Oakland,5/14/19,Tesla Model 3
Eaton,5/14/19,Chevrolet Volt
Macomb,5/15/19,Chevrolet Volt
Oakland,5/15/19,Tesla Model X
Grand Traverse,5/15/19,Ford C-Max Energi
Washtenaw,5/15/19,Chevrolet Volt
Kent,5/15/19,Chevrolet Volt
Muskegon,5/15/19,Kia Niro EV
Calhoun,5/15/19,Chevrolet Volt
Oakland,5/15/19,Chevrolet Volt
Montcalm,5/15/19,Chevrolet Volt
Wayne,5/15/19,Tesla Model S
Macomb,5/15/19,Chevrolet Volt
Washtenaw,5/15/19,Chevrolet Volt
Kalamazoo,5/15/19,Toyota Prius Prime
Ingham,5/15/19,Chevrolet Volt
Oakland,5/15/19,Tesla Model S
Washtenaw,5/15/19,Chevrolet Volt
Wayne,5/15/19,Tesla Model 3
Macomb,5/16/19,Chevrolet Volt
Monroe,5/16/19,Chevrolet Volt
Wayne,5/16/19,Chevrolet Volt
Schoolcraft,5/16/19,Ford C-Max Energi
Ottawa,5/16/19,Tesla Model S
Wayne,5/16/19,Cadillac ELR
Wayne,5/16/19,Chevrolet Volt
Ionia,5/16/19,Chevrolet Volt
Ingham,5/16/19,Chevrolet Volt
Livingston,5/16/19,Chevrolet Volt
Oakland,5/16/19,Tesla Model 3
Wayne,5/16/19,Ford C-Max Energi
Washtenaw,5/16/19,Tesla Model X
Delta,5/16/19,Ford Fusion Energi
Livingston,5/16/19,Chevrolet Volt
Macomb,5/16/19,Chevrolet Volt
Oakland,5/16/19,Ford Fusion Energi
Zip Code not in Source Sheet,5/16/19,Ford Fusion Energi
Oakland,5/16/19,Chevrolet Volt
Wayne,5/16/19,Chevrolet Volt
Zip Code not in Source Sheet,5/17/19,Chrysler Pacifica
Washtenaw,5/16/19,Ford Fusion Energi
Ogemaw,5/16/19,Ford Fusion Energi
Macomb,5/16/19,Chevrolet Volt
Wayne,5/16/19,Chevrolet Volt
Barry,5/16/19,Chrysler Pacifica
Mecosta,5/16/19,Chevrolet Bolt EV
Clinton,5/16/19,Chrysler Pacifica
Oakland,5/16/19,Chevrolet Bolt EV
Oakland,5/16/19,Tesla Model S
Washtenaw,5/16/19,Chevrolet Bolt EV
Gladwin,5/15/19,Toyota Prius Prime
Wayne,5/15/19,Ford Fusion Energi
Benzie,5/15/19,Tesla Model 3
Jackson,5/15/19,Ford Fusion Energi
Clinton,5/16/19,Ford Fusion Energi
Washtenaw,5/16/19,Chevrolet Volt
Ingham,5/16/19,Kia Niro Plug In
Leelanau,5/15/19,Chevrolet Volt
Zip Code not in Source Sheet,5/15/19,Toyota Prius Prime
Washtenaw,5/15/19,Chevrolet Volt
Wayne,5/15/19,Chevrolet Volt
Muskegon,5/15/19,Chevrolet Volt
Wayne,5/15/19,Chevrolet Volt
Wayne,5/15/19,Chevrolet Volt
Washtenaw,5/15/19,GEM NEV
Kalamazoo,5/16/19,Chevrolet Volt
Ionia,5/16/19,Tesla Model S
Oakland,5/16/19,Tesla Model 3
Washtenaw,5/16/19,Nissan Leaf
Oakland,5/16/19,Chevrolet Bolt EV
Bay,5/16/19,Tesla Model 3
Livingston,5/16/19,Tesla Model 3
Muskegon,5/16/19,Kia Optima Plug In
Ingham,5/16/19,Tesla Model S
Wayne,5/16/19,Chrysler Pacifica
Genesee,5/16/19,Chevrolet Volt
Ottawa,5/16/19,Chevrolet Volt
Berrien,5/16/19,Tesla Model S
Washtenaw,5/16/19,Chevrolet Bolt EV
Ogemaw,5/16/19,Ford Fusion Energi
Kent,5/16/19,Ford Fusion Energi
Oakland,5/14/19,Ford Fusion Energi
Oakland,5/13/19,Chevrolet Volt
Wayne,5/12/19,Ford Fusion Energi
Oakland,5/12/19,Tesla Model 3
Kent,5/13/19,Chevrolet Volt
Washtenaw,5/13/19,Tesla Model 3
Wayne,5/13/19,Ford Fusion Energi
Oakland,5/13/19,Nissan Leaf
Oakland,5/12/19,Tesla Model X
Wayne,5/12/19,Ford Fusion Energi
Oakland,5/12/19,Chevrolet Volt
Leelanau,5/12/19,Chevrolet Volt
Kalamazoo,5/12/19,Nissan Leaf
Oakland,5/12/19,Chevrolet Volt
Washtenaw,5/12/19,Toyota Prius Prime
Washtenaw,5/12/19,Chevrolet Volt
Oakland,5/13/19,Nissan Leaf
St. Clair,5/13/19,BMW i3 REx
Macomb,5/13/19,Ford Fusion Energi
Macomb,5/13/19,Chevrolet Bolt EV
Leelanau,5/13/19,Tesla Model S
Oakland,5/13/19,Chevrolet Bolt EV
Oakland,5/13/19,Chevrolet Volt
Lenawee,5/13/19,Chevrolet Volt
Kalamazoo,5/13/19,Chevrolet Volt
Oakland,5/13/19,Audi e-tron
Oakland,5/13/19,Tesla Model X
Kent,5/13/19,Chevrolet Volt
Kalamazoo,5/13/19,Chevrolet Volt
Oakland,5/13/19,Tesla Model 3
Oakland,5/13/19,Chevrolet Volt
Oakland,5/13/19,Chevrolet Volt
Oakland,5/11/19,Ford Fusion Energi
Macomb,5/11/19,Chevrolet Bolt EV
Oakland,5/11/19,Chevrolet Volt
Oakland,5/11/19,Ford C-Max Energi
Oakland,5/11/19,Tesla Model S
Jackson,5/11/19,Chevrolet Volt
Oakland,5/11/19,Chevrolet Volt
Oakland,5/11/19,Nissan Leaf
Genesee,5/10/19,Chevrolet Volt
Oakland,5/10/19,Chrysler Pacifica
Oakland,5/10/19,Ford Fusion Energi
Washtenaw,5/10/19,Tesla Model 3
Ingham,5/11/19,Chevrolet Volt
Oakland,5/10/19,Ford Fusion Energi
Washtenaw,5/10/19,Ford C-Max Energi
Oakland,5/11/19,Ford C-Max Energi
Oakland,5/12/19,Chevrolet Volt
Oakland,5/11/19,Nissan Leaf
Oakland,5/11/19,Tesla Model 3
Ingham,5/12/19,Toyota Prius Prime
Lapeer,5/12/19,Chevrolet Bolt EV
Oakland,5/12/19,Chevrolet Volt
Oakland,5/12/19,Chevrolet Volt
Washtenaw,5/11/19,Chevrolet Volt
Kent,5/11/19,Chevrolet Volt
Genesee,5/11/19,Chrysler Pacifica
Oakland,5/11/19,Tesla Model 3
Macomb,5/11/19,Chevrolet Volt
Oakland,5/11/19,Ford Focus EV
Washtenaw,5/11/19,Chevrolet Volt
Oakland,5/11/19,Ford C-Max Energi
St. Joseph,5/13/19,Ford C-Max Energi
Wayne,5/14/19,Chevrolet Volt
Oakland,5/14/19,Chevrolet Volt
Washtenaw,5/14/19,Tesla Model S
Washtenaw,5/14/19,Chevrolet Bolt EV
Lapeer,5/14/19,Cadillac ELR
Livingston,5/14/19,Tesla Model 3
Zip Code not in Source Sheet,5/14/19,BMW i3 REx
Oakland,5/14/19,BMW i3
Oakland,5/14/19,Tesla Model 3
Oakland,5/14/19,Tesla Model X
Macomb,5/14/19,Cadillac ELR
Mason,5/14/19,Chevrolet Bolt EV
Kent,5/14/19,Tesla Model 3
Oakland,5/14/19,Toyota Prius Plug-in
Shiawassee,5/14/19,Chevrolet Volt
Eaton,5/14/19,Ford Fusion Energi
Washtenaw,5/14/19,Tesla Model 3
Saginaw,5/14/19,Ford C-Max Energi
Washtenaw,5/14/19,Tesla Model S
Washtenaw,5/14/19,Ford Fusion Energi
Oakland,5/14/19,Chevrolet Bolt EV
Wayne,5/14/19,Ford C-Max Energi
Ottawa,5/14/19,Chevrolet Volt
Washtenaw,5/14/19,Chevrolet Volt
Zip Code not in Source Sheet,5/14/19,GEM NEV
Macomb,5/14/19,Ford Fusion Energi
Wayne,5/14/19,Chevrolet Volt
Oakland,5/14/19,Chevrolet Volt
Wayne,5/14/19,Tesla Model 3
Zip Code not in Source Sheet,5/14/19,GEM NEV
Kent,5/14/19,Chevrolet Volt
Wayne,5/13/19,Chevrolet Volt
Wayne,5/13/19,Jaguar I-Pace
Kent,5/13/19,Ford C-Max Energi
Oakland,5/13/19,Ford C-Max Energi
Ingham,5/13/19,Toyota Prius Prime
Kalamazoo,5/13/19,Ford Fusion Energi
Washtenaw,5/13/19,Volvo XC90 Plug In
Wayne,5/13/19,Ford Fusion Energi
Ottawa,5/13/19,Chevrolet Bolt EV
Charlevoix,5/13/19,Tesla Model S
Oakland,5/13/19,BMW i3 REx
Wayne,5/13/19,Chrysler Pacifica
Kent,5/13/19,Ford Fusion Energi
Kalamazoo,5/13/19,Nissan Leaf
Wayne,5/13/19,Ford Focus EV
Wayne,5/13/19,Chevrolet Volt
Kent,5/13/19,Chevrolet Volt
Oakland,5/13/19,Fiat 500e
Oakland,5/13/19,Cadillac ELR
Washtenaw,5/13/19,Nissan Leaf
Washtenaw,5/14/19,Toyota Prius Prime
Oakland,5/14/19,Ford C-Max Energi
Oakland,5/13/19,Tesla Model X
Macomb,5/13/19,Mercedes GLC 350e Hybrid
Kent,5/13/19,Toyota Prius Prime
Kent,5/13/19,Chevrolet Bolt EV
Ingham,5/13/19,Chevrolet Volt
Muskegon,5/13/19,Toyota Prius Prime
Ingham,5/13/19,Chevrolet Volt
Oakland,5/13/19,BMW 7-Series Plug in
Livingston,5/13/19,Chevrolet Volt
Cheboygan,5/17/19,GEM NEV
Oakland,5/21/19,Fiat 500e
Oakland,5/21/19,Ford Fusion Energi
Oakland,5/21/19,Chevrolet Volt
Wayne,5/21/19,Chevrolet Volt
Macomb,5/21/19,Chevrolet Bolt EV
Wayne,5/21/19,Chevrolet Volt
Washtenaw,5/21/19,Ford C-Max Energi
Macomb,5/21/19,Chevrolet Bolt EV
Wayne,5/21/19,Ford C-Max Energi
Oakland,5/21/19,Tesla Model 3
Macomb,5/21/19,Cadillac ELR
Antrim,5/21/19,Ford C-Max Energi
Berrien,5/21/19,Chevrolet Volt
Oakland,5/21/19,Chevrolet Volt
Livingston,5/21/19,Chevrolet Volt
Muskegon,5/21/19,Toyota Prius Prime
Van Buren,5/21/19,Tesla Model S
Oakland,5/21/19,Chevrolet Volt
Kent,5/21/19,Chevrolet Volt
Wayne,5/21/19,Chevrolet Volt
Washtenaw,5/21/19,Chevrolet Volt
Genesee,5/21/19,Tesla Model S
Oakland,5/21/19,Porsche Panamera S E-Hybrid
Washtenaw,5/21/19,Cadillac ELR
Genesee,5/21/19,Toyota Prius Plug-in
Bay,5/21/19,Chevrolet Volt
Grand Traverse,5/21/19,Nissan Leaf
Macomb,5/21/19,Chevrolet Volt
Saginaw,5/21/19,Chevrolet Bolt EV
Oakland,5/21/19,Ford Focus EV
Macomb,5/21/19,Tesla Model 3
Oakland,5/21/19,Tesla Model X
Jackson,5/21/19,Chevrolet Volt
Oakland,5/21/19,Chevrolet Volt
Zip Code not in Source Sheet,5/21/19,Ford Fusion Energi
Grand Traverse,5/21/19,Chevrolet Volt
Saginaw,5/21/19,Tesla Model 3
Oakland,5/21/19,Chevrolet Volt
Wayne,5/21/19,Chevrolet Bolt EV
Kent,5/21/19,Tesla Model S
