County,Registration Valid Date,Vehicle Name
Kent,4/16/19,Tesla Model X
Macomb,4/16/19,Honda Clarity Plug In
Macomb,4/16/19,Fisker Karma
Wayne,4/16/19,Ford Think Neighbor
Washtenaw,4/16/19,BMW i3
Zip Code not in Source Sheet,4/16/19,Chevrolet Volt
Kalamazoo,9/12/18,Chevrolet Volt
Washtenaw,9/12/18,Chevrolet Volt
Shiawassee,4/16/19,Chevrolet Volt
Oakland,4/16/19,Chevrolet Volt
Clinton,9/12/18,Chevrolet Volt
Oakland,9/12/18,Fiat 500e
Oakland,9/12/18,Chevrolet Volt
Washtenaw,9/12/18,Chevrolet Volt
Oakland,4/16/19,Chevrolet Volt
Benzie,9/12/18,Ford C-Max Energi
Oakland,4/15/19,Ford C-Max Energi
Genesee,9/12/18,BMW i3 REx
Ottawa,4/15/19,Mini Countryman Plug In
Macomb,4/16/19,Tesla Model 3
Washtenaw,9/12/18,Chrysler Pacifica
Livingston,4/16/19,Chevrolet Bolt EV
Monroe,4/16/19,Ford C-Max Energi
Washtenaw,9/12/18,Tesla Model S
Wayne,9/12/18,Chevrolet Bolt EV
Oakland,9/12/18,Tesla Model S
Washtenaw,4/16/19,Ford C-Max Energi
Lapeer,4/16/19,Cadillac ELR
Oakland,9/11/18,Chevrolet Volt
Jackson,4/16/19,Ford Fusion Energi
Calhoun,9/12/18,Chevrolet Volt
Washtenaw,4/16/19,Chevrolet Volt
Kent,9/11/18,Ford Fusion Energi
Shiawassee,9/11/18,Ford C-Max Energi
Oakland,4/16/19,Chevrolet Volt
Shiawassee,9/11/18,Chevrolet Volt
Oakland,9/11/18,Ford Fusion Energi
Emmet,4/16/19,GEM NEV
Oakland,9/11/18,Tesla Model S
Berrien,4/16/19,Tesla Model 3
Kent,9/12/18,Chevrolet Volt
Shiawassee,9/12/18,Chevrolet Volt
Oakland,4/16/19,Chevrolet Bolt EV
Wayne,4/16/19,Chevrolet Volt
Macomb,9/12/18,Chevrolet Volt
Oakland,4/16/19,Tesla Model 3
Genesee,4/16/19,Tesla Model 3
Oakland,9/12/18,Toyota Prius Prime
Oakland,4/16/19,Tesla Model 3
Wayne,4/16/19,Chevrolet Volt
Oakland,9/12/18,Chevrolet Volt
Washtenaw,4/16/19,Chevrolet Volt
Wayne,4/16/19,Chevrolet Volt
Oakland,4/16/19,Cadillac ELR
Oakland,4/16/19,Chevrolet Volt
Manistee,4/18/19,Tesla Model S
Washtenaw,4/18/19,Chevrolet Volt
Wayne,9/10/18,Chevrolet Volt
Macomb,4/18/19,BMW i8
Oakland,4/18/19,Ford Focus EV
Wexford,9/10/18,Chevrolet Volt
Wayne,4/18/19,Tesla Model X
Wayne,4/18/19,Ford Fusion Energi
Washtenaw,4/18/19,Nissan Leaf
Wayne,4/18/19,Chevrolet Volt
Kalamazoo,4/18/19,Chevrolet Volt
Wayne,9/10/18,Nissan Leaf
Washtenaw,4/18/19,Nissan Leaf
Wayne,4/18/19,Tesla Model X
Macomb,4/18/19,BMW i8
Oakland,9/10/18,Ford Fusion Energi
Oakland,4/18/19,Chevrolet Volt
Wayne,9/10/18,Chevrolet Volt
Oakland,9/10/18,Tesla Model S
Oakland,9/10/18,Chevrolet Volt
Isabella,4/18/19,Chevrolet Volt
Montcalm,4/18/19,Ford C-Max Energi
Wayne,4/18/19,Tesla Model S
Livingston,4/18/19,Chevrolet Volt
Washtenaw,9/10/18,Ford C-Max Energi
Oakland,4/18/19,Ford C-Max Energi
Oakland,9/10/18,Toyota Prius Plug-in
Macomb,4/18/19,Tesla Model X
Kalamazoo,4/18/19,Tesla Model X
Oakland,9/9/18,Chevrolet Bolt EV
Washtenaw,9/9/18,Nissan Leaf
Macomb,4/18/19,Chevrolet Volt
Oakland,9/9/18,Chevrolet Volt
Charlevoix,4/18/19,Ford C-Max Energi
Mason,4/18/19,Chevrolet Volt
Washtenaw,9/9/18,Nissan Leaf
Oakland,9/9/18,Volvo XC90 Plug In
Macomb,4/18/19,Chevrolet Volt
Wayne,4/18/19,Ford C-Max Energi
Eaton,4/18/19,Chevrolet Volt
Oakland,9/9/18,Chevrolet Volt
Oakland,9/9/18,Chevrolet Volt
Oakland,9/9/18,Nissan Leaf
Oakland,9/9/18,Tesla Model S
Oakland,9/10/18,Chevrolet Volt
Oakland,4/18/19,Chevrolet Volt
Oakland,9/10/18,Tesla Model S
Van Buren,9/10/18,Chevrolet Volt
Kent,9/10/18,Cadillac ELR
Kent,9/10/18,Nissan Leaf
Wayne,4/18/19,Ford Fusion Energi
Macomb,4/18/19,Fiat 500e
Ingham,4/18/19,Toyota Prius Prime
Washtenaw,9/10/18,GEM NEV
Oakland,9/10/18,Ford Fusion Energi
Roscommon,9/10/18,Chevrolet Volt
Washtenaw,4/18/19,Chevrolet Bolt EV
Genesee,4/18/19,Chevrolet Volt
Wayne,4/17/19,Ford C-Max Energi
Hillsdale,9/10/18,Ford Fusion Energi
Ottawa,9/10/18,Tesla Model S
Wayne,4/17/19,GEM NEV
Washtenaw,9/10/18,Tesla Model S
Wayne,9/10/18,Ford Fusion Energi
Washtenaw,9/10/18,Ford Focus EV
Kent,4/17/19,Chevrolet Volt
Oakland,9/10/18,Ford Fusion Energi
Wayne,9/10/18,Nissan Leaf
Wayne,4/17/19,Ford Fusion Energi
Washtenaw,9/10/18,Nissan Leaf
Ingham,4/17/19,Ford C-Max Energi
Kent,9/10/18,Chevrolet Volt
Livingston,9/10/18,Chevrolet Bolt EV
Washtenaw,9/10/18,Chrysler Pacifica
Oakland,9/10/18,Chevrolet Volt
Oakland,9/10/18,Chevrolet Volt
Washtenaw,4/17/19,Tesla Model S
Gladwin,9/10/18,Ford C-Max Energi
Ingham,4/17/19,Ford Fusion Energi
Oakland,9/11/18,GEM NEV
Oakland,9/11/18,Tesla Model S
Wayne,9/10/18,Ford C-Max Energi
Livingston,9/10/18,Tesla Model S
Oakland,9/10/18,Chevrolet Volt
Ottawa,9/10/18,Ford Fusion Energi
Oakland,9/10/18,Tesla Model S
Monroe,9/10/18,Toyota Prius Prime
Wayne,4/17/19,BMW i3
Washtenaw,4/17/19,Tesla Model X
Oakland,4/17/19,BMW i3 REx
Washtenaw,4/17/19,Ford Fusion Energi
Macomb,4/17/19,Nissan Leaf
Kalamazoo,4/17/19,BMW i3 REx
Wayne,4/17/19,Chevrolet Volt
Kent,4/17/19,Tesla Model X
Wayne,4/17/19,Chevrolet Volt
Oakland,4/17/19,Tesla Model X
Wayne,4/17/19,Ford Focus EV
Washtenaw,4/17/19,Ford C-Max Energi
Wayne,4/17/19,Ford C-Max Energi
Washtenaw,4/17/19,Chevrolet Volt
Oakland,4/17/19,Chevrolet Volt
Oakland,4/17/19,Chevrolet Volt
Washtenaw,4/17/19,Toyota Prius Prime
Zip Code not in Source Sheet,4/17/19,Chrysler Pacifica
Zip Code not in Source Sheet,4/17/19,Tesla Model 3
St. Clair,9/10/18,Tesla Model X
Oakland,9/10/18,Chevrolet Bolt EV
Monroe,4/17/19,Tesla Model 3
Genesee,9/10/18,Chevrolet Volt
Oakland,4/17/19,Tesla Model S
Eaton,4/17/19,Chevrolet Volt
Presque Isle,4/17/19,Chevrolet Volt
Oakland,9/10/18,Fisker Karma
Hillsdale,9/10/18,Chevrolet Volt
Wayne,4/17/19,Tesla Model 3
Allegan,4/17/19,Chrysler Pacifica
Mecosta,4/15/19,Chevrolet Volt
Washtenaw,4/13/19,Tesla Model 3
Oakland,4/13/19,Chrysler Pacifica
Oakland,4/13/19,Ford Fusion Energi
Oakland,9/15/18,Chevrolet Volt
Oakland,9/15/18,Chevrolet Volt
Oakland,4/13/19,Chevrolet Volt
Van Buren,9/15/18,Chevrolet Volt
Monroe,4/14/19,Ford Focus EV
Oakland,9/15/18,Tesla Model S
Monroe,4/14/19,Ford Focus EV
Washtenaw,4/14/19,Tesla Model 3
Midland,9/15/18,Chevrolet Volt
Allegan,4/13/19,Chevrolet Volt
Kent,4/13/19,Tesla Model 3
Oakland,9/15/18,Chevrolet Volt
Allegan,4/13/19,Chevrolet Volt
Oakland,4/13/19,Chevrolet Volt
Saginaw,4/13/19,Chevrolet Volt
Eaton,9/15/18,Chevrolet Volt
Wayne,4/13/19,Ford C-Max Energi
St. Clair,4/13/19,Chevrolet Bolt EV
Grand Traverse,9/15/18,BMW i3 REx
Washtenaw,9/15/18,BMW 5-Series Plug in
Midland,9/15/18,Chevrolet Volt
Clinton,9/15/18,Chevrolet Volt
Wayne,4/13/19,Chevrolet Volt
Midland,9/15/18,Chevrolet Volt
Kalamazoo,4/13/19,Ford Focus EV
Washtenaw,9/15/18,Chevrolet Bolt EV
Oakland,4/14/19,Tesla Model S
Leelanau,9/14/18,Ford C-Max Energi
Oakland,9/14/18,Toyota Prius Plug-in
Washtenaw,4/14/19,Volvo XC90 Plug In
Oakland,4/14/19,Chevrolet Volt
Kent,4/14/19,Tesla Model S
Oakland,4/14/19,Tesla Model 3
Oakland,4/15/19,Tesla Model 3
Allegan,4/15/19,Chevrolet Volt
Wayne,9/14/18,Ford Fusion Energi
Washtenaw,9/14/18,Cadillac ELR
Zip Code not in Source Sheet,9/14/18,Ford C-Max Energi
Oakland,4/14/19,Chevrolet Volt
Oakland,9/14/18,Honda Clarity Plug In
Livingston,9/14/18,Chevrolet Volt
Washtenaw,9/14/18,Tesla Model S
Oakland,9/14/18,Mini Countryman Plug In
Kalamazoo,9/14/18,Ford C-Max Energi
Wayne,9/14/18,Ford C-Max Energi
Macomb,4/14/19,Tesla Model 3
Livingston,4/14/19,Tesla Model 3
Clinton,9/15/18,Chevrolet Volt
Washtenaw,4/14/19,Chevrolet Bolt EV
Zip Code not in Source Sheet,9/14/18,Cadillac ELR
Ottawa,9/14/18,Ford C-Max Energi
Oakland,9/14/18,Tesla Model S
Kent,4/14/19,Chrysler Pacifica
Midland,4/14/19,Chevrolet Volt
Washtenaw,4/14/19,Chevrolet Volt
Oakland,9/15/18,Chevrolet Volt
Washtenaw,4/12/19,Ford C-Max Energi
Macomb,4/12/19,Ford C-Max Energi
Jackson,9/17/18,BMW i3 REx
Oakland,9/17/18,Chevrolet Volt
Oakland,4/12/19,Chevrolet Volt
Kent,9/17/18,Ford C-Max Energi
Ingham,4/12/19,Chevrolet Bolt EV
Oakland,9/17/18,Chevrolet Volt
Kalamazoo,9/17/18,Ford C-Max Energi
Wayne,9/16/18,Ford C-Max Energi
Clinton,4/12/19,Chevrolet Volt
Oakland,4/12/19,Chevrolet Volt
Wayne,9/17/18,Tesla Model X
Kent,4/12/19,Honda Clarity Plug In
Wayne,4/12/19,Chevrolet Bolt EV
Oakland,4/12/19,Ford C-Max Energi
Oakland,4/12/19,Tesla Model X
Livingston,9/17/18,Chevrolet Volt
Macomb,9/17/18,Chevrolet Bolt EV
Wayne,9/17/18,Ford C-Max Energi
Livingston,4/12/19,Chevrolet Volt
Lenawee,4/12/19,Chevrolet Volt
Oakland,4/12/19,Tesla Model S
Muskegon,9/17/18,Tesla Model S
Oakland,4/12/19,Tesla Model X
Ogemaw,9/17/18,Chevrolet Volt
Ingham,9/17/18,Nissan Leaf
Allegan,9/17/18,Chevrolet Volt
Allegan,9/17/18,Chevrolet Volt
Calhoun,9/16/18,Toyota Prius Prime
Calhoun,4/12/19,BMW i3
Oakland,9/16/18,Chevrolet Volt
Macomb,9/16/18,Chevrolet Volt
Oakland,9/16/18,Ford C-Max Energi
Midland,9/16/18,Tesla Model S
Macomb,9/16/18,Chevrolet Volt
Macomb,4/13/19,Chevrolet Volt
Washtenaw,4/13/19,Chevrolet Bolt EV
Oakland,9/15/18,Chevrolet Volt
Wayne,4/12/19,Chevrolet Volt
Oakland,4/12/19,Tesla Model 3
Ingham,4/12/19,Chevrolet Volt
Oakland,4/12/19,Chevrolet Volt
Genesee,4/12/19,Tesla Model 3
Oakland,4/12/19,Chevrolet Volt
Washtenaw,9/16/18,Tesla Model S
Macomb,4/12/19,Chevrolet Volt
Macomb,4/12/19,Ford C-Max Energi
Genesee,4/12/19,Chevrolet Volt
Kent,9/16/18,Toyota Prius Plug-in
Oakland,4/12/19,Tesla Model 3
Genesee,4/12/19,Ford C-Max Energi
Oakland,4/12/19,Tesla Model 3
Livingston,4/12/19,Ford Fusion Energi
Wayne,4/12/19,Tesla Model 3
Lenawee,4/12/19,Ford C-Max Energi
Washtenaw,9/16/18,Chevrolet Volt
Kalamazoo,9/16/18,Chevrolet Volt
Oakland,4/15/19,Chevrolet Volt
Livingston,9/13/18,Ford C-Max Energi
Ingham,9/13/18,Chrysler Pacifica
Wayne,9/13/18,Ford C-Max Energi
Oakland,4/15/19,Chevrolet Bolt EV
Washtenaw,9/13/18,Ford C-Max Energi
Oakland,4/15/19,BMW i3 REx
Oakland,9/13/18,Ford C-Max Energi
Washtenaw,9/13/18,Tesla Model 3
Oakland,4/15/19,Volvo XC90 Plug In
Wayne,9/13/18,Fiat 500e
Oakland,9/13/18,Honda Clarity Plug In
Washtenaw,9/13/18,Ford Focus EV
Macomb,4/15/19,Chevrolet Volt
Wayne,4/15/19,Ford C-Max Energi
Wayne,4/15/19,Ford C-Max Energi
Ingham,9/13/18,Chevrolet Volt
Calhoun,4/15/19,Ford Fusion Energi
Kent,4/15/19,Chevrolet Bolt EV
Ottawa,9/13/18,Chevrolet Volt
Isabella,4/15/19,Porsche Cayenne S E-Hybrid
Oakland,4/15/19,Chevrolet Volt
Oakland,4/15/19,Chevrolet Volt
Washtenaw,9/13/18,Toyota Prius Prime
Ingham,4/15/19,Ford C-Max Energi
Washtenaw,9/13/18,Chevrolet Volt
Oakland,9/13/18,Chevrolet Volt
Wayne,9/13/18,Tesla Model S
Ingham,9/13/18,Honda Clarity Plug In
Oakland,4/15/19,Nissan Leaf
Branch,4/15/19,Tesla Model 3
Macomb,4/15/19,Mitsubishi Outlander Plug In
Oakland,4/15/19,Tesla Model 3
Wayne,4/15/19,Chevrolet Volt
Bay,9/13/18,Tesla Model S
Wayne,4/15/19,Chevrolet Bolt EV
Wayne,4/15/19,Chevrolet Volt
Kent,9/12/18,Chrysler Pacifica
Kent,9/12/18,Tesla Model S
Saginaw,9/13/18,Chevrolet Volt
Saginaw,4/15/19,Chevrolet Volt
Cass,4/15/19,GEM NEV
Zip Code not in Source Sheet,9/13/18,Volvo XC60 Plug In
Oakland,9/13/18,Chevrolet Volt
Kent,9/13/18,Chevrolet Volt
Oakland,9/13/18,Tesla Model S
Lapeer,9/13/18,Ford Focus EV
Washtenaw,4/15/19,Chevrolet Volt
Wayne,4/15/19,Ford Fusion Energi
Kent,4/15/19,Chevrolet Bolt EV
Kent,9/13/18,Ford Fusion Energi
Livingston,4/15/19,Tesla Model S
Jackson,4/15/19,Ford C-Max Energi
Washtenaw,4/15/19,Chevrolet Volt
Wayne,9/13/18,Ford Fusion Energi
Oakland,9/13/18,Tesla Model S
Washtenaw,9/13/18,Chevrolet Volt
Ottawa,4/15/19,Tesla Model 3
Kent,9/13/18,Nissan Leaf
Oakland,4/15/19,Toyota Prius Prime
Wayne,4/15/19,Ford C-Max Energi
Ottawa,4/15/19,Tesla Model S
Washtenaw,4/15/19,Nissan Leaf
Oakland,4/15/19,Chevrolet Volt
Wayne,9/14/18,Chevrolet Volt
Washtenaw,9/14/18,Ford C-Max Energi
Washtenaw,4/15/19,Ford C-Max Energi
Zip Code not in Source Sheet,9/14/18,Fiat 500e
Oakland,9/14/18,Chevrolet Volt
Oakland,4/15/19,Ford C-Max Energi
Ingham,9/14/18,Ford Fusion Energi
Livingston,4/15/19,Chevrolet Volt
Wayne,9/14/18,Ford Fusion Energi
Oakland,9/14/18,Chevrolet Volt
Allegan,9/14/18,Ford Fusion Energi
Oakland,9/14/18,Chevrolet Volt
Oakland,9/14/18,Chevrolet Volt
Kent,4/15/19,Chevrolet Volt
Oakland,9/14/18,Tesla Model S
Ingham,4/15/19,BMW i8
Macomb,4/15/19,Tesla Model S
Saginaw,9/14/18,Chevrolet Volt
Genesee,4/15/19,Chevrolet Volt
Oakland,9/14/18,Kia Niro Plug In
Kalamazoo,9/14/18,Chevrolet Volt
Saginaw,4/15/19,Kia Optima Plug In
Macomb,4/15/19,Tesla Model S
Kalamazoo,4/15/19,Tesla Model 3
Livingston,9/14/18,Ford C-Max Energi
Genesee,4/15/19,Chevrolet Volt
Oakland,9/14/18,Chevrolet Volt
Oakland,4/15/19,Tesla Model 3
Oakland,4/15/19,Chevrolet Volt
Oakland,9/14/18,BMW i8
Oakland,4/15/19,Tesla Model S
Wayne,4/15/19,Ford C-Max Energi
Berrien,9/13/18,Chevrolet Volt
Ottawa,4/15/19,Chevrolet Volt
Oakland,9/14/18,Chevrolet Volt
Branch,4/15/19,Ford C-Max Energi
Washtenaw,4/15/19,Tesla Model X
Macomb,4/15/19,Ford C-Max Energi
Oakland,9/14/18,Tesla Model X
Oakland,9/14/18,Ford C-Max Energi
Ingham,4/15/19,Ford Fusion Energi
Washtenaw,9/14/18,Nissan Leaf
Oakland,4/15/19,Ford C-Max Energi
Washtenaw,4/15/19,Tesla Model X
Washtenaw,4/15/19,Chevrolet Volt
Barry,4/15/19,Ford C-Max Energi
Oakland,4/15/19,Chevrolet Volt
Oakland,4/15/19,Chevrolet Volt
Zip Code not in Source Sheet,9/14/18,Smart forTwo EV
Kent,9/14/18,Nissan Leaf
Oakland,4/15/19,Chevrolet Volt
Oakland,4/15/19,Tesla Model S
Wayne,9/14/18,Ford Focus EV
Muskegon,8/22/18,Tesla Model 3
Oakland,5/24/19,Chrysler Pacifica
Washtenaw,5/24/19,Ford Fusion Energi
Wayne,5/24/19,Chevrolet Volt
Grand Traverse,5/24/19,Ford Fusion Energi
Oakland,5/24/19,Chevrolet Volt
Eaton,5/24/19,Ford C-Max Energi
Monroe,5/24/19,Chrysler Pacifica
Wayne,5/24/19,Tesla Model X
Ottawa,5/24/19,Nissan Leaf
Oakland,5/24/19,Ford C-Max Energi
Wayne,5/24/19,Tesla Model 3
Oakland,5/24/19,Chevrolet Volt
Kent,5/24/19,Tesla Model 3
Charlevoix,5/24/19,GEM NEV
Washtenaw,5/24/19,Tesla Model 3
Kalamazoo,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Macomb,5/24/19,Chevrolet Volt
Calhoun,5/24/19,Tesla Model S
Washtenaw,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Washtenaw,5/24/19,BMW 3-Series Plug in
Van Buren,5/24/19,Chevrolet Volt
Berrien,5/24/19,Toyota Prius Prime
Kent,5/24/19,Ford Fusion Energi
Wayne,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Wayne,5/24/19,Ford C-Max Energi
Bay,5/24/19,Chevrolet Volt
Wayne,5/24/19,BMW i8
Lapeer,5/24/19,Chevrolet Volt
Benzie,5/24/19,Nissan Leaf
Oakland,5/24/19,Ford C-Max Energi
Oakland,5/24/19,Chevrolet Volt
Livingston,5/24/19,GEM NEV
Monroe,5/24/19,Ford C-Max Energi
Oakland,5/24/19,Ford C-Max Energi
Montcalm,5/24/19,Ford Fusion Energi
Oakland,5/24/19,Chevrolet Volt
Macomb,5/24/19,Chevrolet Volt
Macomb,5/24/19,Chevrolet Volt
Wayne,5/24/19,Tesla Model X
Calhoun,5/24/19,Tesla Model 3
Oakland,5/24/19,Tesla Model X
Cheboygan,5/24/19,Chevrolet Volt
Washtenaw,5/24/19,Chevrolet Volt
Berrien,5/24/19,Tesla Model S
Wayne,5/24/19,Chevrolet Bolt EV
Delta,5/24/19,Nissan Leaf
Washtenaw,5/24/19,Ford C-Max Energi
Wayne,5/24/19,Ford C-Max Energi
Ottawa,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chrysler Pacifica
Monroe,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Livingston,5/24/19,Chrysler Pacifica
Kalamazoo,5/24/19,GEM NEV
Washtenaw,5/24/19,Tesla Model S
Delta,5/24/19,Nissan Leaf
Midland,5/23/19,Chevrolet Bolt EV
Allegan,5/23/19,Ford Focus EV
Genesee,5/23/19,Chevrolet Bolt EV
Washtenaw,5/23/19,Nissan Leaf
Washtenaw,5/23/19,Tesla Model 3
Roscommon,5/23/19,Nissan Leaf
Oakland,5/23/19,Ford C-Max Energi
Oakland,5/23/19,Chevrolet Volt
Livingston,5/23/19,Ford Fusion Energi
Washtenaw,5/23/19,Ford C-Max Energi
Oakland,5/23/19,Tesla Model X
Bay,5/23/19,Chevrolet Volt
Alpena,5/23/19,Chevrolet Volt
Jackson,5/23/19,Nissan Leaf
Zip Code not in Source Sheet,5/23/19,Chevrolet Volt
Genesee,5/22/19,Chevrolet Volt
Wayne,5/22/19,Tesla Model S
Ingham,5/22/19,Toyota Prius Prime
Oakland,5/22/19,Chrysler Pacifica
Oakland,5/22/19,Chevrolet Bolt EV
Washtenaw,5/22/19,Volvo XC90 Plug In
Leelanau,5/22/19,Tesla Model X
Ingham,5/23/19,Chevrolet Volt
Muskegon,5/23/19,Tesla Model 3
Barry,5/23/19,Tesla Model S
Grand Traverse,5/23/19,Ford C-Max Energi
Macomb,5/22/19,Ford Fusion Energi
Macomb,5/23/19,Chevrolet Volt
Oakland,5/23/19,Tesla Model 3
Kent,5/23/19,Ford C-Max Energi
Washtenaw,5/23/19,Nissan Leaf
Wayne,5/23/19,Ford Fusion Energi
Oakland,5/23/19,BMW i3 REx
Bay,5/23/19,Chevrolet Volt
Oakland,5/23/19,Tesla Model S
Van Buren,5/23/19,Ford Fusion Energi
Eaton,5/24/19,Chevrolet Volt
Oakland,5/24/19,Chevrolet Volt
Wayne,5/24/19,Chevrolet Volt
Washtenaw,5/23/19,Chevrolet Volt
Wayne,5/23/19,Nissan Leaf
Wayne,5/23/19,Tesla Model S
Oakland,5/23/19,Tesla Model 3
Oakland,5/23/19,Tesla Model 3
Ingham,5/23/19,Chevrolet Volt
Washtenaw,5/23/19,Tesla Model S
Sanilac,5/23/19,Chevrolet Bolt EV
Wayne,5/23/19,Tesla Model 3
Oakland,5/23/19,Chevrolet Volt
Kent,5/23/19,GEM NEV
Wayne,5/23/19,Chevrolet Volt
Oakland,5/23/19,Nissan Leaf
Oakland,5/23/19,Ford C-Max Energi
Oakland,5/23/19,Tesla Model 3
Ottawa,5/23/19,Nissan Leaf
Oakland,5/23/19,Tesla Model 3
Allegan,5/23/19,Ford C-Max Energi
Newaygo,5/23/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model S
Ottawa,5/28/19,Toyota Prius Prime
Ingham,5/28/19,Chevrolet Volt
Wayne,5/28/19,Tesla Model X
Berrien,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Chevrolet Volt
Montcalm,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Volt
Emmet,5/28/19,Ford Fusion Energi
Washtenaw,5/28/19,Chevrolet Volt
Wayne,5/28/19,Ford Fusion Energi
Macomb,5/28/19,Ford C-Max Energi
Oakland,5/28/19,Cadillac ELR
Washtenaw,5/28/19,Ford Fusion Energi
Kent,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Chevrolet Volt
St. Clair,5/28/19,Ford C-Max Energi
Oakland,5/28/19,Chevrolet Volt
Kent,5/28/19,Chevrolet Volt
Oakland,5/28/19,Ford Fusion Energi
Macomb,5/28/19,Chevrolet Volt
Wayne,5/28/19,Ford C-Max Energi
Oakland,5/28/19,Tesla Model S
Zip Code not in Source Sheet,5/28/19,Tesla Model S
Oakland,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Volt
Dickinson,5/28/19,Ford C-Max Energi
Calhoun,5/28/19,Chevrolet Bolt EV
Oakland,5/28/19,Ford Fusion Energi
Wayne,5/28/19,Ford C-Max Energi
Macomb,5/28/19,Chevrolet Volt
Oakland,5/28/19,Chevrolet Volt
Wayne,5/28/19,Cadillac CT6
Macomb,5/28/19,Ford Fusion Energi
Kalamazoo,5/28/19,Tesla Model 3
Oakland,5/28/19,Tesla Model 3
Wayne,5/28/19,Ford Fusion Energi
Wayne,5/28/19,Chevrolet Bolt EV
Wayne,5/28/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model 3
Kalamazoo,5/28/19,Tesla Model 3
Oakland,5/28/19,Tesla Model S
Washtenaw,5/28/19,Ford Fusion Energi
Calhoun,5/28/19,Chevrolet Volt
Roscommon,5/28/19,Tesla Model S
Oakland,5/28/19,Tesla Model X
St. Clair,5/28/19,Chevrolet Volt
Washtenaw,5/28/19,Chevrolet Volt
Clinton,5/28/19,Tesla Model 3
Kalamazoo,5/28/19,Honda Clarity Plug In
Zip Code not in Source Sheet,5/28/19,Mini Countryman Plug In
Genesee,5/28/19,GEM NEV
Oakland,5/28/19,Tesla Model S
Ingham,5/28/19,BMW 5-Series Plug in
Oakland,5/28/19,Tesla Model X
Zip Code not in Source Sheet,5/28/19,Chevrolet Volt
Macomb,5/28/19,Chevrolet Volt
Oakland,5/25/19,Chevrolet Volt
Kent,5/25/19,Ford Fusion Energi
Washtenaw,5/25/19,Tesla Model 3
Washtenaw,5/25/19,Ford C-Max Energi
Kalamazoo,5/25/19,Tesla Model 3
Ingham,5/25/19,Chrysler Pacifica
Oakland,5/25/19,Ford C-Max Energi
Wayne,5/26/19,Chevrolet Bolt EV
Wayne,5/26/19,Ford C-Max Energi
Wayne,5/26/19,Chevrolet Volt
Ingham,5/26/19,Chevrolet Bolt EV
Ingham,5/25/19,Ford C-Max Energi
Washtenaw,5/26/19,Volvo XC60 Plug In
Wayne,5/26/19,Tesla Model 3
Oakland,5/25/19,Chevrolet Volt
Oakland,5/24/19,Chrysler Pacifica
Oakland,5/24/19,Tesla Model S
Oakland,5/24/19,Ford C-Max Energi
Washtenaw,5/24/19,Tesla Model S
Oakland,5/24/19,Tesla Model 3
Oakland,5/24/19,Chevrolet Volt
Wayne,5/24/19,Nissan Leaf
Oakland,5/25/19,Chevrolet Volt
Oakland,5/25/19,Chevrolet Volt
Wayne,5/25/19,BMW 5-Series Plug in
Alpena,5/25/19,Ford Fusion Energi
Branch,5/25/19,Chevrolet Volt
Washtenaw,5/25/19,Volvo XC60 Plug In
Washtenaw,5/25/19,BMW 3-Series Plug in
Bay,5/27/19,Toyota Prius Prime
Oakland,5/27/19,Chevrolet Volt
Washtenaw,5/27/19,Tesla Model 3
Washtenaw,5/27/19,Ford C-Max Energi
Oakland,5/27/19,Cadillac ELR
Oakland,5/27/19,Ford Fusion Energi
Kent,5/27/19,Chevrolet Volt
Kent,5/28/19,Chevrolet Volt
Oakland,5/28/19,Ford Fusion Energi
Washtenaw,5/28/19,Tesla Model 3
Kent,5/28/19,Chevrolet Volt
Oakland,5/27/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model X
Oakland,5/28/19,Chevrolet Bolt EV
Oakland,5/27/19,Chevrolet Volt
Livingston,5/26/19,Chevrolet Volt
Jackson,5/26/19,BMW X5
Washtenaw,5/26/19,Ford C-Max Energi
Ingham,5/26/19,Chevrolet Bolt EV
Tuscola,5/26/19,Chevrolet Volt
Kent,5/26/19,Honda Clarity Plug In
Saginaw,5/26/19,Chevrolet Volt
Oakland,5/26/19,Chevrolet Volt
Macomb,5/27/19,Ford C-Max Energi
Wayne,5/27/19,Tesla Model X
Wayne,5/26/19,Chevrolet Volt
Wayne,5/26/19,Kia Optima Plug In
Lenawee,5/26/19,Ford C-Max Energi
Kent,5/26/19,Ford C-Max Energi
Macomb,5/22/19,Ford Focus EV
Wayne,5/20/19,Ford C-Max Energi
Allegan,5/20/19,Tesla Model S
St. Clair,5/20/19,Chevrolet Bolt EV
Macomb,5/20/19,Chevrolet Bolt EV
Midland,5/20/19,Chrysler Pacifica
Washtenaw,5/20/19,Ford C-Max Energi
